,0
670,"During the whole of a dull, dark, and soundless day in the autumn of the year, when the clouds hung oppressively low in the heavens, I had been passing alone, on horseback, through a singularly dreary tract of country; and at length found myself, as the shades of the evening drew on, within view of the melancholy House of Usher."
671,"In the consideration of the faculties and impulses -- of the prima mobilia of the human soul, the phrenologists have failed to make room for a propensity which, although obviously existing as a radical, primitive, irreducible sentiment, has been equally overlooked by all the moralists who have preceded them."
672,"Of late years an abundant shower of curates has fallen upon the north of England: they lie very thick on the hills; every parish has one or more of them; they are young enough to be very active, and ought to be doing a great deal of good."
673,"THE other day, in looking over my papers, I found in my desk the following copy of a letter, sent by me a year since to an old school acquaintance:— “DEAR CHARLES, “I think when you and I were at Eton together, we were neither of us what could be called popular characters: you were a sarcastic, observant, shrewd, cold-blooded creature; my own portrait I will not attempt to draw, but I cannot recollect that it was a strikingly attractive one—can you?"
674,"ALL TRUE histories contain instruction; though, in some, the treasure may be hard to find, and when found, so trivial in quantity that the dry, shrivelled kernel scarcely compensates for the trouble of cracking the nut."
675,"At the time I first realized I might be fictional, my weekdays were spent at a publicly funded institution on the north side of Indianapolis called White River High School, where I was required to eat lunch at a particular time - between 12:37 P.M. and 1:14 P.M. - by forces so much larger than myself that I couldn't even begin to identify them."
676,"At the height of the long wet summer of the Seventy-Seventh Year of Sendovani, the Thiefmaker of Camorr paid a sudden and unannounced visit to the Eyeless Priest at the temple of Perelandro, desperately trying to sell him the Lamora boy. "
677,"When at last I was taken out of the plaster, and the doctors had pulled me about to their hearts' content, and nurses had wheedled me into cautiously using my limbs, and I had been nauseated by their practically using baby talk to me, Marcus Kent told me I was to go live in the country. "
678,"I awoke instantly from a sound sleep to active stillness, and before reaching for a weapon, or dodging from a possible attack, or even opening my eyes, I reached out, mentally, psychically, for contact with my familiar."
679,"The road the Romans made traversed North Wales a little way inland, between the weather off the Irish Sea and the mountains of Gwynedd and Powys; past the copper and the lead that the travel-hungry Empire craved."
680,"Through this evening's tide of faces unregistered, unrecognized, amid hurrying black shoes, furled umbrellas, the crowd descending like a single organism into the station's airless heart, comes Shinya Yamazaki, his notebook clasped beneath his arm like the egg case of some modest but moderately successful marine species."
